<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.07.05	03:00:00	2998.40	2999.06	2996.02	2998.70	3614	0	69
2019.07.05	06:00:00	2998.72	2999.56	2998.10	2999.12	1919	0	69
2019.07.05	09:00:00	2999.26	2999.42	2989.36	2989.86	4271	0	70
2019.07.05	12:00:00	2989.86	2992.16	2989.00	2990.02	3059	0	69
2019.07.05	15:00:00	2990.02	2992.76	2966.92	2972.52	18482	0	69
2019.07.05	18:00:00	2972.58	2988.51	2970.38	2986.82	8213	0	69
2019.07.05	21:00:00	2986.80	2993.01	2983.66	2985.91	5449	0	69
2019.07.08	00:00:00	2988.37	2989.70	2983.88	2984.12	1369	0	69
2019.07.08	03:00:00	2984.12	2984.80	2979.36	2980.16	6030	0	69
2019.07.08	06:00:00	2980.12	2982.12	2974.14	2975.46	3210	0	69
2019.07.08	09:00:00	2975.44	2983.96	2975.34	2981.46	4649	0	69
2019.07.08	12:00:00	2981.34	2981.66	2977.65	2978.40	3543	0	69
2019.07.08	15:00:00	2978.32	2980.15	2971.00	2973.41	9653	0	69
2019.07.08	18:00:00	2973.41	2977.00	2969.91	2972.66	6743	0	69
2019.07.08	21:00:00	2972.70	2977.50	2968.72	2973.91	5354	0	69
2019.07.09	00:00:00	2972.37	2974.37	2969.54	2970.64	1242	0	69
2019.07.09	03:00:00	2970.64	2973.62	2966.54	2966.84	4933	0	69
2019.07.09	06:00:00	2966.82	2967.12	2960.10	2964.44	3017	0	69
2019.07.09	09:00:00	2964.40	2966.15	2958.78	2960.94	6061	0	69
2019.07.09	12:00:00	2960.96	2964.44	2958.70	2963.30	4677	0	69
2019.07.09	15:00:00	2963.28	2973.44	2961.00	2970.96	9803	0	69
2019.07.09	18:00:00	2970.94	2974.60	2970.44	2974.04	8691	0	70
2019.07.09	21:00:00	2974.02	2981.48	2971.72	2977.12	5513	0	69
2019.07.10	00:00:00	2977.10	2978.36	2975.70	2977.42	1257	0	69
2019.07.10	03:00:00	2977.52	2982.62	2976.90	2978.80	5231	0	69
2019.07.10	06:00:00	2978.78	2979.14	2975.12	2975.66	2701	0	69
2019.07.10	09:00:00	2975.64	2975.64	2969.44	2973.04	6309	0	69
2019.07.10	12:00:00	2973.08	2975.14	2966.78	2970.88	5857	0	69
2019.07.10	15:00:00	2970.84	3002.91	2970.30	2989.50	16659	0	69
2019.07.10	18:00:00	2989.41	2997.14	2984.00	2995.41	11695	0	69
2019.07.10	21:00:00	2995.41	2998.44	2988.91	2991.66	7656	0	69
2019.07.11	00:00:00	2992.12	2995.34	2990.62	2992.84	1318	0	69
2019.07.11	03:00:00	2992.84	2999.88	2991.98	2999.24	5010	0	69
2019.07.11	06:00:00	2999.08	3001.62	2998.48	3000.62	2460	0	69
2019.07.11	09:00:00	3000.65	3001.15	2996.48	2998.15	3895	0	69
2019.07.11	12:00:00	2997.98	3001.98	2996.74	2999.48	4255	0	69
2019.07.11	15:00:00	2999.64	3001.44	2990.98	2993.48	13521	0	69
2019.07.11	18:00:00	2993.41	3000.91	2988.66	2990.68	7577	0	69
2019.07.11	21:00:00	2990.70	3000.24	2987.76	2999.24	6390	0	69
2019.07.12	00:00:00	2998.70	3001.12	2997.62	3000.66	952	0	69
2019.07.12	03:00:00	3000.80	3007.37	3000.12	3005.62	4855	0	69
