<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.12.20	03:00:00	97.00	97.03	96.99	97.02	280	0	2
2019.12.20	06:00:00	97.01	97.03	97.00	97.01	299	0	2
2019.12.20	09:00:00	97.02	97.04	96.97	96.98	975	0	2
2019.12.20	12:00:00	96.98	97.15	96.97	97.08	986	0	2
2019.12.20	15:00:00	97.07	97.21	97.07	97.17	1305	0	2
2019.12.20	18:00:00	97.18	97.34	97.17	97.33	700	0	2
2019.12.20	21:00:00	97.32	97.32	97.25	97.27	592	0	2
2019.12.23	00:00:00	96.96	96.96	96.96	96.96	1	0	2
2019.12.23	03:00:00	97.28	97.28	97.23	97.24	193	0	2
2019.12.23	06:00:00	97.25	97.27	97.20	97.23	161	0	2
2019.12.23	09:00:00	97.22	97.25	97.17	97.22	802	0	2
2019.12.23	12:00:00	97.22	97.38	97.21	97.35	954	0	2
2019.12.23	15:00:00	97.36	97.40	97.22	97.29	1267	0	2
2019.12.23	18:00:00	97.29	97.32	97.25	97.26	906	0	2
2019.12.23	21:00:00	97.26	97.26	97.22	97.25	472	0	2
2019.12.24	03:00:00	97.27	97.29	97.25	97.27	244	0	2
2019.12.24	06:00:00	97.27	97.30	97.27	97.28	176	0	2
2019.12.24	09:00:00	97.28	97.36	97.27	97.36	627	0	2
2019.12.24	12:00:00	97.36	97.39	97.28	97.30	538	0	2
2019.12.24	15:00:00	97.30	97.34	97.22	97.22	760	0	2
2019.12.24	18:00:00	97.23	97.27	97.19	97.25	381	0	2
2019.12.26	06:00:00	97.21	97.23	97.21	97.23	95	0	2
2019.12.26	09:00:00	97.23	97.23	97.19	97.22	212	0	2
2019.12.26	12:00:00	97.21	97.29	97.21	97.25	234	0	2
2019.12.26	15:00:00	97.24	97.26	97.14	97.15	489	0	2
2019.12.26	18:00:00	97.16	97.18	97.07	97.07	383	0	2
2019.12.26	21:00:00	97.07	97.17	97.07	97.16	596	0	2
2019.12.27	03:00:00	97.15	97.16	97.03	97.04	347	0	2
2019.12.27	06:00:00	97.03	97.06	97.02	97.03	189	0	2
2019.12.27	09:00:00	97.04	97.04	96.86	96.86	974	0	2
2019.12.27	12:00:00	96.86	96.87	96.73	96.74	960	0	2
2019.12.27	15:00:00	96.75	96.77	96.59	96.71	1462	0	2
2019.12.27	18:00:00	96.70	96.74	96.56	96.56	857	0	2
2019.12.27	21:00:00	96.56	96.66	96.53	96.62	520	0	2
2019.12.30	03:00:00	96.57	96.58	96.38	96.45	387	0	2
2019.12.30	06:00:00	96.45	96.50	96.41	96.48	374	0	2
